iter	Logloss
370	0.3398343369
371	0.3394262184
372	0.3392091503
373	0.3389163822
374	0.338437106
375	0.3382354512
376	0.3380200683
377	0.3374863415
378	0.3373231913
379	0.3371082128
380	0.3369146547
381	0.3366248568
382	0.3363549451
383	0.3361071576
384	0.3359371745
385	0.3357511776
386	0.335479769
387	0.3352517648
388	0.3350276633
389	0.334775592
390	0.3345549754
391	0.3344059139
392	0.3341861161
393	0.3338180185
394	0.3336629323
395	0.3335175627
396	0.3334107817
397	0.3332494863
398	0.3330511716
399	0.3327787057
400	0.332517554
401	0.3322979315
402	0.332082742
403	0.3317702966
404	0.3314795905
405	0.3312507143
406	0.3308775349
407	0.3306881274
408	0.330469967
409	0.3302233179
410	0.3300299393
411	0.3298328986
412	0.3295813189
413	0.3293132821
414	0.3291453191
415	0.3288555297
416	0.3283158878
417	0.3280909535
418	0.3277170032
419	0.3274843717
420	0.3272343063
421	0.326991656
422	0.3268221318
423	0.3266097516
424	0.3264888707
425	0.3263296481
426	0.3260575656
427	0.3258614487
428	0.3256212287
429	0.3252766982
430	0.3250424818
431	0.3248403689
432	0.3245584742
433	0.3242976589
434	0.3241050807
435	0.3238838903
436	0.3235333165
437	0.3228910707
438	0.3225946845
439	0.3223961494
440	0.322250537
441	0.3220434716
442	0.3218653176
443	0.3216570545
444	0.3214208692
445	0.3211714861
446	0.3209776091
447	0.3206408469
448	0.3205213877
449	0.3201340658
450	0.319798621
451	0.3196163923
452	0.3193432377
453	0.3191194728
454	0.3189524314
455	0.3187117405
456	0.3184749596
457	0.3180133129
458	0.3178190915
459	0.3177111354
460	0.317579924
461	0.317214793
462	0.3168733201
463	0.3167626724
464	0.3166002112
465	0.31641294
466	0.3162212062
467	0.316076435
468	0.3158574099
469	0.31561894
470	0.315535367
471	0.3152734248
472	0.3150322933
473	0.3148496369
474	0.3146054079
475	0.3143104668
476	0.3139602067
477	0.3136337874
478	0.3133497168
479	0.3131185822
480	0.3128989169
481	0.312712771
482	0.312344055
483	0.3119861547
484	0.3118173677
485	0.311687783
486	0.3114116325
487	0.311057848
488	0.3108251378
489	0.3106874493
490	0.3106091503
491	0.3104713577
492	0.3103287592
493	0.3098858597
494	0.3095551668
495	0.3092839871
496	0.3091539946
497	0.3089182652
498	0.3086885287
499	0.3084469938
500	0.3082744685
501	0.3080005729
502	0.3078286816
503	0.3076870318
504	0.3074346517
505	0.3072819725
506	0.3069890988
507	0.3068326888
508	0.3067243376
509	0.3065214255
510	0.3063719877
511	0.3062323793
512	0.3059199194
513	0.3056763982
514	0.3054461824
515	0.3052157191
516	0.3050453487
517	0.3047970293
518	0.3045292815
519	0.3043470471
520	0.3041611812
521	0.3040223479
522	0.3037495993
523	0.3035901168
524	0.3031475349
525	0.3029429093
526	0.3027418147
527	0.302427613
528	0.3023232824
529	0.3022042171
530	0.3018845944
531	0.301688868
532	0.3014671572
533	0.3013873777
534	0.3010570093
535	0.300738546
536	0.3005766634
537	0.3004017301
538	0.3002655517
539	0.2999563822
540	0.2997464795
541	0.2994031445
542	0.2991239578
543	0.2989460006
544	0.298776663
545	0.2985849535
546	0.2983406108
547	0.2980734734
548	0.2978341118
549	0.2975071182
550	0.297355807
551	0.2972009427
552	0.2969906671
553	0.2967929094
554	0.2966072838
555	0.2963318482
556	0.295953764
557	0.295771894
558	0.295566216
559	0.2954504749
560	0.2952506174
561	0.2949939519
562	0.2948229142
563	0.2944156793
564	0.2941823198
565	0.2939428258
566	0.2938006062
567	0.2936642434
568	0.2931822064
569	0.2930632374
570	0.2929395953
571	0.2927578031
572	0.2925736093
573	0.2924861729
574	0.292336155
575	0.2920450344
576	0.291899361
577	0.2917109563
578	0.2916044728
579	0.2912731808
580	0.2910223889
581	0.2908373752
582	0.2906683505
583	0.2904791994
584	0.2902677487
585	0.2900967857
586	0.2896673539
587	0.2894404424
588	0.2892643801
589	0.2890973381
590	0.2888935938
591	0.2886688654
592	0.2885676889
593	0.2884219648
594	0.2882584935
595	0.2880706442
596	0.2877599823
597	0.2876137384
598	0.2874583651
599	0.2872938302
600	0.2870721944
601	0.2869541846
602	0.2868490495
603	0.2866072516
604	0.2863863386
605	0.2861784729
606	0.2860692601
607	0.2859424238
608	0.2856705087
609	0.2854935927
610	0.2852749479
611	0.2851290999
612	0.2850007349
613	0.2848584667
614	0.2846564982
615	0.2844206369
616	0.2841527656
617	0.2838588445
618	0.2836100185
619	0.2833149319
620	0.2831811049
621	0.282959101
622	0.2828426221
623	0.2825548381
624	0.2823556931
625	0.282294542
626	0.282175989
627	0.281977577
628	0.2817699212
629	0.2816495866
630	0.2814271042
631	0.2810743405
632	0.280869677
633	0.2806424973
634	0.2802396815
635	0.2801339146
636	0.2798911645
637	0.2797237993
638	0.279593683
639	0.2793839176
640	0.2793446723
641	0.2792378434
642	0.2788975611
643	0.2787882076
644	0.2786751255
645	0.2784283385
646	0.278232126
647	0.2780849837
648	0.2779381537
649	0.2779067227
650	0.2778398887
651	0.2775999118
652	0.2774564093
653	0.2773130639
654	0.2769912173
655	0.2768129247
656	0.2766644753
657	0.2765193428
658	0.276396598
659	0.2762583174
660	0.2758977248
661	0.2756445191
662	0.2754823585
663	0.2754041274
664	0.275033194
665	0.2746667223
666	0.2745178684
667	0.2742745608
668	0.2740530228
669	0.2739149859
670	0.2738431098
671	0.2734671316
672	0.2731538804
673	0.2730326748
674	0.2728300933
675	0.272629147
676	0.272257447
677	0.2719296736
678	0.2717260465
679	0.2715318397
680	0.271283078
681	0.2710893873
682	0.2709513318
683	0.270862321
684	0.2706987518
685	0.2705041765
686	0.2702747558
687	0.2701572161
688	0.2699194744
689	0.2697285711
690	0.2696234205
691	0.269438665
692	0.2693183957
693	0.269104859
694	0.2689490627
695	0.268814132
696	0.2686050139
697	0.2684989014
698	0.2683271914
699	0.2682402975
700	0.2681282686
701	0.2679514348
702	0.267868738
703	0.2675737642
704	0.2673048743
705	0.2671140678
706	0.2668486129
707	0.266772619
708	0.2666212144
709	0.2664827043
710	0.2663080424
711	0.2659214431
712	0.2657258726
713	0.2655472425
714	0.2652837968
715	0.2651391375
716	0.2649350415
717	0.2647401919
718	0.2644925923
719	0.264362341
720	0.2642291791
721	0.2641226771
722	0.2640753924
723	0.2638215033
724	0.2637283957
725	0.2634919781
726	0.2633198474
727	0.2632044817
728	0.2629370469
729	0.2628800832
730	0.26267127
731	0.2625649964
732	0.2623713648
733	0.2622495597
734	0.2620318248
735	0.2617447078
736	0.2613701364
737	0.2611950808
738	0.261017435
739	0.2608826893
740	0.2606650404
741	0.2605230034
742	0.2603920647
743	0.2602547102
744	0.2600887716
745	0.2599546235
746	0.2597465471
747	0.2595766416
748	0.259350571
749	0.259217816
750	0.259072266
751	0.259015441
752	0.2587312865
753	0.2584576752
754	0.2582448609
755	0.2580377369
756	0.2578579079
757	0.2576178536
758	0.2575449337
759	0.2573242435
760	0.2572256952
761	0.2569719145
762	0.2568280962
763	0.2566055558
764	0.2565781016
765	0.2563455745
766	0.2560554507
767	0.2558607535
768	0.2556669739
769	0.255497829
770	0.2553094716
771	0.2552263128
772	0.2550661977
773	0.2549913757
774	0.2548005602
775	0.2547063495
776	0.2545992483
777	0.2543363823
778	0.2542060741
779	0.2539468689
780	0.2537588814
781	0.2536985154
782	0.253575754
783	0.2533131613
784	0.253092409
785	0.2528820657
786	0.2525874142
787	0.2523998055
788	0.2521523592
789	0.2520433206
790	0.2518906132
791	0.2517677474
792	0.2516606541
793	0.2513444838
794	0.2510876759
795	0.2509141056
796	0.2507782053
797	0.2506347884
798	0.2504486276
799	0.2502104593
800	0.2501759512
801	0.2499826897
802	0.2497996579
803	0.2496854736
804	0.2494803219
805	0.2493195074
806	0.2491845558
807	0.2488655277
808	0.248688572
809	0.2484523056
810	0.2483501973
811	0.2481750995
812	0.2480610939
813	0.2478479052
814	0.247665366
815	0.2475908693
816	0.247382139
817	0.247250229
818	0.2470201166
819	0.2468809534
820	0.2467852623
821	0.2466243175
822	0.2463185708
823	0.2460646227
824	0.2459245883
825	0.2457436579
826	0.2455108038
827	0.2452518878
828	0.2450887674
829	0.2449633147
830	0.2447219137
831	0.2444987003
832	0.2442243397
833	0.2440259428
834	0.2440068594
835	0.2438081062
836	0.2435545269
837	0.243306006
838	0.2431457993
839	0.242667781
840	0.2426027865
841	0.2423581772
842	0.2422124096
843	0.2420622068
844	0.2419430214
845	0.2417033086
846	0.2414868658
847	0.2411605293
848	0.2408951328
849	0.2407583432
850	0.2405212383
851	0.2402111815
852	0.2400352163
853	0.2399216939
854	0.2397242006
855	0.2394195663
856	0.2391706887
857	0.2389925798
858	0.2388507729
859	0.2387064926
860	0.2384308882
861	0.2382110045
862	0.2380960137
863	0.2379615312
864	0.2377637122
865	0.2373774209
866	0.2371093822
867	0.2369811852
868	0.2366910512
869	0.2365089093
870	0.2364456714
871	0.236287001
872	0.2362123249
873	0.2361270845
874	0.235995049
875	0.235739443
876	0.2355582233
877	0.2352887085
878	0.2349977622
879	0.2347122179
880	0.2345412436
881	0.234160336
882	0.2340206987
883	0.2338614035
884	0.2334753561
885	0.2333545173
886	0.2332999923
887	0.2332048899
888	0.2330032767
889	0.2328610394
890	0.2326815
891	0.2323096692
892	0.2322277025
893	0.23197265
894	0.2318317439
895	0.2315240832
896	0.2312310865
897	0.2310540476
898	0.2309446257
899	0.2307082974
900	0.230599054
901	0.2304643029
902	0.2302866166
903	0.2301237841
904	0.2298284261
905	0.2296198217
906	0.2293281491
907	0.2292261648
908	0.2290964658
909	0.228932108
910	0.2286844198
911	0.2285695237
912	0.22831939
913	0.2281215929
914	0.2279208909
915	0.2277629222
916	0.2277028852
917	0.2275999711
918	0.2274590394
919	0.2272549279
920	0.2270565148
921	0.2269806225
922	0.2268520955
923	0.2266747845
924	0.2266304947
925	0.2265339958
926	0.2264231159
927	0.226208249
928	0.2261144659
929	0.225922829
930	0.2257694946
931	0.2256028476
932	0.2254817869
933	0.2253782083
934	0.2251960158
935	0.225137642
936	0.2250179279
937	0.2247191374
938	0.2245668195
939	0.2244164323
940	0.2242223952
941	0.2241960428
942	0.2240352579
943	0.2238135178
944	0.2236925572
945	0.2235186511
946	0.2234442787
947	0.2233000419
948	0.2230274604
949	0.2229169496
950	0.2227305761
951	0.2226111497
952	0.2225252423
953	0.2223513997
954	0.2222120226
955	0.2220349081
956	0.2219325367
957	0.2216224432
958	0.2215213886
959	0.2212573914
960	0.2209806436
961	0.2208806455
962	0.2207075742
963	0.2204767624
964	0.2203386782
965	0.2201550451
966	0.2200439253
967	0.2198992563
968	0.2197864134
969	0.2194655133
970	0.2192235705
971	0.2190824995
972	0.2189063819
973	0.2186947828
974	0.218584417
975	0.2184419375
976	0.2183511177
977	0.218164383
978	0.2180633562
979	0.2178581692
980	0.217619216
981	0.2174150968
982	0.2171563425
983	0.21690773
984	0.2166418395
985	0.216339327
986	0.2161345457
987	0.2158539059
988	0.2157357534
989	0.215399504
990	0.2152714579
991	0.2151344738
992	0.2148795299
993	0.2147520216
994	0.2146307821
995	0.2145515268
996	0.2143851869
997	0.2139867738
998	0.2138883597
999	0.2138212579
